human,bert_f1_deberta_xlarge_mnli,bert_p_deberta_xlarge_mnli,bert_r_deberta_xlarge_mnli,bert_f1_roberta_large_mnli,bert_r_roberta_large_mnli,bert_p_roberta_large_mnli,bert_f1_bart_mnli,bert_r_bart_mnli,bert_p_bart_mnli
-0.630440817527706,0.5181033,0.504773,0.52771646,0.40851164,0.4364032,0.37900034,0.71004313,0.71418166,0.7059523
0.408824119574554,0.6630499,0.67471755,0.64885217,0.66070354,0.63322353,0.68734246,0.7813154,0.7587311,0.8052854
-0.454066287427019,0.24363582,0.22333628,0.25830898,0.29777664,0.3493969,0.24490999,0.5912715,0.5846729,0.5980208
0.245858767042922,0.7870403,0.75998557,0.81314594,0.7025373,0.73617965,0.6683327,0.8491245,0.85483724,0.8434875
-0.669920546308596,0.3058901,0.20253494,0.42096174,0.37873477,0.51236653,0.24956675,0.6639698,0.6885986,0.641042
-0.707115444623102,0.34967285,0.2923967,0.4062995,0.3761136,0.44366834,0.30824912,0.7554758,0.77130383,0.7402844
0.548906494005464,0.9126668,0.9406692,0.8847407,0.910044,0.885342,0.93466324,0.9517081,0.93869495,0.965087
-0.838106947639302,0.5308986,0.5279366,0.5300778,0.41919336,0.37151068,0.46582058,0.7589613,0.7532054,0.7648059
-0.044785924932825,0.79349124,0.79268444,0.792632,0.7998285,0.79950976,0.79949576,0.8861085,0.8861085,0.8861085
-0.695468080306879,0.47049576,0.45718414,0.47970518,0.45502448,0.47338012,0.43502957,0.6902694,0.68198204,0.6987606
0.482295209992252,0.8378403,0.86082685,0.8141105,0.86916476,0.8433634,0.8947692,0.85705036,0.8230593,0.8939699
0.319894291616633,0.7118982,0.65685713,0.7681046,0.75223815,0.7821447,0.72184324,0.8550035,0.8746151,0.8362522
-0.528810017485969,0.49235028,0.495722,0.48491815,0.37270278,0.37063947,0.37272483,0.73234826,0.7117883,0.7541314
0.150588332013063,0.6723025,0.6538659,0.68844473,0.6516859,0.68203187,0.62054265,0.8655622,0.86370164,0.8674308
-0.0432875541719373,0.44330403,0.42426455,0.45824143,0.45461375,0.47527608,0.4323457,0.73884887,0.7595898,0.7192105
0.0322334024503192,0.6918511,0.72051996,0.66166955,0.6881022,0.66356075,0.7118371,0.8323637,0.8241336,0.8407599
0.083678815777441,0.43639675,0.44179356,0.42652702,0.39237848,0.399821,0.38298354,0.6899834,0.6584296,0.7247137
0.0978965113224147,0.6981902,0.647303,0.7496191,0.61341476,0.6492162,0.5768242,0.8442971,0.86530185,0.8242879
0.0499095297798095,0.75707024,0.71337634,0.8009149,0.6967819,0.7306891,0.6622995,0.85083145,0.8765972,0.8265371
-0.621619965341566,0.40117502,0.3807227,0.41725862,0.39641088,0.43073794,0.36057815,0.6938096,0.7057942,0.6822253
0.50730450768083,0.75476944,0.7538113,0.753749,0.76824665,0.7678776,0.7678614,0.8234245,0.8234245,0.8234245
-0.326040486328039,0.6533425,0.6452928,0.6586496,0.606158,0.6570773,0.5548953,0.8087953,0.8210051,0.79694337
-0.743572144404552,0.46037757,0.44877583,0.4677474,0.4513968,0.43850714,0.4625555,0.7342309,0.73228467,0.73618746
-0.808402980459968,0.74973345,0.80797714,0.69307727,0.8151194,0.7807542,0.8492944,0.8092112,0.78115404,0.8393589
0.0554611878503014,0.6893765,0.65481246,0.7227583,0.53611577,0.5633481,0.50765496,0.7858362,0.80477226,0.7677709
-0.18941240858924,0.6860814,0.6568117,0.71375144,0.6786286,0.6799339,0.6762786,0.7919429,0.80184907,0.7822784
0.167031498730923,0.68759835,0.5946708,0.78872484,0.7318985,0.8169777,0.64844567,0.8562809,0.90674174,0.8111403
0.64963409209051,0.8159574,0.77181435,0.8607243,0.7544267,0.77722687,0.73101276,0.8731275,0.8959844,0.85140777
-0.834961431814445,0.30665898,0.3438101,0.26609027,0.1980624,0.19307478,0.20044586,0.6187529,0.6054668,0.6326352
0.295652270974777,0.6804143,0.690678,0.6677192,0.6252012,0.626789,0.6223952,0.7678869,0.7579137,0.7781261
0.786073536182161,0.85597646,0.8436253,0.86731476,0.84249014,0.84190327,0.84256434,0.92598873,0.9293874,0.9226148
0.45501887910231,0.803546,0.78307647,0.822859,0.84651405,0.9082177,0.7856072,0.9374628,0.9580168,0.9177722
0.329164448713773,0.745161,0.76202714,0.7265794,0.6972678,0.7061622,0.6874185,0.8541509,0.8485549,0.8598212
-0.576981187750168,0.48253638,0.5536444,0.4135402,0.39937922,0.32050115,0.4786539,0.67563486,0.6497648,0.7036503
-0.0380485315816169,0.44878504,0.36864713,0.53343713,0.55767345,0.6176933,0.49752393,0.80690986,0.8349282,0.78071094
0.520142075889608,0.56857216,0.6981041,0.4536616,0.5907224,0.51792747,0.6641245,0.7269368,0.68652236,0.7724072
-0.76902865340642,0.5706357,0.5162635,0.62517947,0.43147528,0.5052344,0.35788292,0.762102,0.7702586,0.75411624
0.57102691038846,0.6857715,0.68454385,0.68446404,0.70765287,0.70718735,0.7071669,0.7794092,0.77940917,0.77940917
-0.800559562820554,0.5375699,0.55329293,0.5184862,0.47131583,0.46514082,0.47578076,0.7309672,0.7272756,0.73469657
-0.350578668928335,0.39736226,0.4908144,0.310108,0.5456176,0.49027613,0.6005947,0.69718355,0.6738218,0.7222234
-0.61004790278995,0.4251089,0.39103007,0.45597607,0.39249927,0.45535502,0.32915604,0.6829701,0.6867738,0.67920834
-0.0560478371765846,0.6657885,0.6518064,0.6772654,0.59771216,0.6266871,0.56773925,0.7747094,0.7831427,0.76645595
-0.768481302866252,0.4488621,0.4025038,0.49352208,0.30653822,0.33075988,0.28029975,0.670884,0.6779571,0.66395694
0.45419425023011,0.8424206,0.82003,0.8640531,0.8523949,0.8683381,0.83606,0.9116715,0.9254283,0.8983179
-0.0524933532539126,0.563787,0.58906484,0.5358469,0.672141,0.6584406,0.6848372,0.77493125,0.76115286,0.78921765
0.61443256234412,0.7727147,0.71946347,0.82730305,0.730156,0.78911555,0.67153376,0.8706581,0.8851969,0.8565892
0.169691471422385,0.7487168,0.7920869,0.70537245,0.6571422,0.53733915,0.7811525,0.8213731,0.79414135,0.8505388
0.055790992143014,0.73167914,0.70326525,0.758793,0.7000052,0.7311005,0.6682818,0.8221747,0.83497965,0.8097565
0.17289328001423,0.6835904,0.6203548,0.74901146,0.6918125,0.74501073,0.6386125,0.82333755,0.83882976,0.8084072
-1.13308728571447,0.2647727,0.16459769,0.37569457,0.18106367,0.2170389,0.14295599,0.6042462,0.6151606,0.5937123
1.25006233683725,1.0000005,1.0000005,1.0000005,1.0000007,1.0000007,1.0000007,1.0,1.0,1.0
-0.657390182067616,0.46990204,0.45828518,0.47736442,0.5721563,0.570955,0.5719662,0.7980044,0.7937584,0.8022961
-0.854904160994939,0.32510176,0.31381974,0.3310495,0.24975191,0.28577673,0.2118097,0.57168865,0.5603381,0.5835085
0.0172712031319084,0.48455024,0.5633699,0.40917698,0.46219826,0.4018673,0.52212363,0.6947988,0.67306924,0.7179783
-0.65542828265476,0.34213597,0.3195235,0.36003253,0.30793253,0.20982222,0.40752628,0.63055605,0.6012636,0.66284883
0.279575014553506,0.6744444,0.6841905,0.66220635,0.60160255,0.57390577,0.62827134,0.8082241,0.8048215,0.8116557
0.583201455408573,0.8421491,0.7987966,0.88623965,0.79163516,0.82988685,0.75321513,0.9051378,0.91683674,0.8937337
0.39764243625547,0.67930436,0.6358236,0.7223529,0.7578566,0.7935297,0.7218443,0.8193371,0.84580183,0.7944783
-0.466248742484706,0.4166307,0.39534745,0.43371162,0.35892132,0.39032352,0.32582337,0.6964554,0.69645584,0.696455
-0.67448215763239,0.43861008,0.35769346,0.5242082,0.33240768,0.41196933,0.2530632,0.6713385,0.696988,0.6475099
0.499939887346323,0.80514985,0.8268525,0.78239554,0.7639451,0.7559698,0.77117354,0.8241815,0.81908375,0.8293431
1.14769404963663,0.8923521,0.8913029,0.8925333,0.9464684,0.966948,0.9259561,0.98258,0.9902014,0.9750749
-0.50574865452653,0.6563859,0.6388314,0.67148316,0.6118778,0.6254922,0.59707206,0.7668137,0.76224864,0.77143383
0.417703405227849,0.86151904,0.8270467,0.89611906,0.86116534,0.88858426,0.8335537,0.9217672,0.9402065,0.90403706
-0.297644417049492,0.5055957,0.4841898,0.52351207,0.49138921,0.49647903,0.48465595,0.7202567,0.7182442,0.72228056
0.893259846288207,0.7297308,0.758103,0.70010334,0.84765404,0.81823874,0.87687343,0.8895964,0.868345,0.9119141
0.24615984651424,0.71085566,0.73727894,0.68292016,0.30611372,0.30126703,0.30870792,0.7669411,0.76047504,0.77351797
0.756066394319664,0.83870834,0.90785,0.7730038,0.8508477,0.8140917,0.8875878,0.91128415,0.8795502,0.9453937
0.24444402239593,0.6420402,0.6512561,0.6300636,0.6835503,0.6477864,0.7187352,0.84096503,0.8337631,0.84829247
-0.0674555924650407,0.71198833,0.72146,0.70031476,0.59093994,0.6177548,0.56306195,0.82066107,0.8264512,0.8149514
-0.514885363682481,0.53480285,0.48396206,0.58509755,0.48148584,0.51604706,0.44569087,0.70425195,0.7242192,0.6853562
-1.02006207458751,0.3389392,0.27578354,0.4024879,0.2555049,0.31148472,0.19833045,0.70355904,0.7254565,0.6829448
0.421836988759789,0.78439605,0.7835537,0.78349894,0.71553016,0.714959,0.71517545,0.8643839,0.8643839,0.8643839
0.122897595723878,0.62279826,0.5966646,0.64663595,0.6451605,0.65965635,0.6295894,0.82448316,0.8287265,0.8202831
-0.253749254483533,0.80761737,0.7935888,0.8202878,0.7864062,0.7930815,0.77905226,0.8721996,0.8712191,0.87318224
-0.395105111960695,0.56918037,0.56432134,0.5705765,0.58520067,0.5846073,0.584444,0.7806882,0.770639,0.7910029
-0.617647055534909,0.49837083,0.45075536,0.54477775,0.42867434,0.4935233,0.36353582,0.74005735,0.76090455,0.72032213
-0.595619937794588,0.3347673,0.37313166,0.29328728,0.40622172,0.34837782,0.4633762,0.6589882,0.6297403,0.6910851
-0.343747830917865,0.65093535,0.59427226,0.7085983,0.5736067,0.60900867,0.53728145,0.78689,0.7997988,0.7743913
-0.024235906815601,0.5066814,0.47294486,0.5377853,0.487117,0.53067285,0.44260335,0.74895674,0.76239145,0.7359874
-0.309910693133812,0.6961818,0.6960209,0.69389224,0.6853581,0.7039497,0.66587025,0.85477704,0.85258317,0.85698223
-1.33166884701068,0.26827294,0.20621726,0.33020055,0.17890055,0.4634182,-0.07955992,0.58579844,0.6520787,0.5317491
0.164682392315432,0.49055654,0.4650265,0.51271594,0.41992652,0.4251795,0.41279963,0.70684296,0.7119689,0.7017903
-1.13908271335106,0.05159496,-0.04517134,0.15932705,-0.0081389705,0.07510417,-0.091842085,0.45510414,0.47880664,0.43363765
-0.672763057358776,0.4905017,0.39738014,0.5916078,0.4292825,0.51900244,0.34066206,0.74019885,0.78590846,0.699514
0.293530991564083,0.71260464,0.6734181,0.7511818,0.6579369,0.6980453,0.6172952,0.81785893,0.8320476,0.80414605
0.383387615545269,0.8875952,0.92202395,0.8534506,0.83467466,0.7637984,0.90678996,0.9160609,0.8852073,0.94914305
-0.352728101571293,0.6695968,0.6623419,0.6742285,0.77375066,0.7411834,0.8059517,0.845171,0.83214337,0.85861295
0.300161245909846,0.6605863,0.68361765,0.63547784,0.6039451,0.60313755,0.6034626,0.7636409,0.7510843,0.77662444
0.666320075496275,0.7798706,0.7438781,0.815484,0.68822473,0.73748344,0.6388131,0.8458116,0.8550004,0.8368183
-0.594865264256322,0.28465515,0.24022408,0.3260593,0.17115854,0.17278905,0.16683334,0.6684735,0.6727927,0.66420937
1.06189894404647,1.0000005,1.0000005,1.0000005,1.0000007,1.0000007,1.0000007,0.9999998,0.9999998,0.9999998
-0.489467925821018,0.58210146,0.51180476,0.65527713,0.4768121,0.5419673,0.41152084,0.74044836,0.77150804,0.7117928
0.458314010869571,0.8054925,0.80681425,0.8026053,0.74571913,0.72401965,0.7667528,0.88350576,0.88097876,0.88604736
0.231393668088076,0.60857874,0.5974402,0.61667335,0.5609473,0.5868733,0.53384686,0.7124924,0.7049469,0.72020125
0.402225934584265,0.6538791,0.63961375,0.66555196,0.5874146,0.58252746,0.59096676,0.7801399,0.77548486,0.7848511
0.411687292578883,0.55632347,0.5455342,0.5636376,0.64488363,0.62434965,0.6644075,0.7735647,0.77958465,0.767637
0.0738141870629063,0.62783426,0.6222485,0.6304388,0.49359682,0.5143209,0.47139284,0.72584677,0.72758824,0.7241136
0.0102714689940582,0.66269654,0.66060716,0.66206545,0.45504037,0.47455838,0.43390074,0.7575828,0.7648014,0.7504993
0.596303755796257,0.69600636,0.68886024,0.7007419,0.71254414,0.6923146,0.7319789,0.8446115,0.8404882,0.84877545
-0.180574644223965,0.73355705,0.7345337,0.7304347,0.7377059,0.7206016,0.7540567,0.8735505,0.86589515,0.8813423
1.0587466242136,0.9919709,0.9919395,0.99193746,0.97514164,0.97510207,0.97510034,0.9922207,0.9922207,0.9922207
0.793449478361187,0.83984447,0.85118103,0.8273608,0.7578937,0.740048,0.7750609,0.8947482,0.8909203,0.89860916
0.728157138440062,0.8451266,0.82515156,0.8642572,0.7896652,0.78747004,0.7911767,0.88193476,0.8863478,0.87756544
0.349155380710053,0.68184316,0.6811531,0.6799667,0.5977757,0.61065453,0.5836526,0.79233545,0.7881444,0.79657125
